Id No.,Name,URL,Trail Length,Length,Units,Groomed,Lit,Snowmaking,Notes,City,State/Province,lat,lon,lat/lon,Google-address,Google Maps URL,Secondary URL,Source
869,Pinery Provincial Park,http://www.canadatrails.ca/xc_ski/on/on47.html,37 KM,37,KM,unknown,N/A,N/A,Trails: Pinery Provincial Park offers 38 km of trails groomed for cross-country skiers of all levels of ability. About 11 km are groomed for skating technique.,Grand Bend,Ontario,43.24824,-81.8224,"43.24824,-81.8224","Pinery Provincial Park, Grand Bend ON",,,http://www.canadatrails.ca
868,Stoney Island Cons. Area,http://www.canadatrails.ca/xc_ski/on/on49.html,10 KM,10,KM,unknown,N/A,N/A,Trails: About 8 km of trails at Stoney Island Conservation Area are groomed for cross-country skiing by the Kincardine Cross Country Ski Club. Another 10 km of fairly flat trails are located south of Kincardine.,Hanover,Ontario,44.22654,-81.6076,"44.22654,-81.6076","Stoney Island Cons. Area, Hanover ON",,,http://www.canadatrails.ca
867,Northern Comfort Wilderness Adv.,http://www.canadatrails.ca/xc_ski/on/on5.html,40 KM,40,KM,unknown,N/A,N/A,Trails: 40 km of trails are groomed for cross-country skiing.Note: This information may be out of date and no recent data is available. If you have any recent info about this destination please send us an e-mail.,Sioux Lookout,Ontario,50.09783,-91.922,"50.09783,-91.922","Northern Comfort Wilderness Adv., Sioux Lookout ON",,,http://www.canadatrails.ca
866,Sauble Beach XC Ski Club,http://www.canadatrails.ca/xc_ski/on/on50.html,18 KM,18,KM,unknown,N/A,N/A,Trails: Sauble Beach Cross Country Ski Club grooms 18 km of trails for cross-country skiing near Sauble Falls Provincial Park.Another 11 km of trails at MacGregor Point Provincial Park are groomed by the park.,Sauble Beach,Ontario,44.6296,-81.2651,"44.6296,-81.2651","Sauble Beach XC Ski Club, Sauble Beach ON",,,http://www.canadatrails.ca
865,Wiarton area Trails,http://www.canadatrails.ca/xc_ski/on/on51.html,40 KM,40,KM,unknown,N/A,N/A,Trails: Three trail systems are groomed for cross-country skiing by the Bruce Ski Club:,Red Bay,Ontario,44.80465,-81.283,"44.80465,-81.283","Wiarton area Trails, Red Bay ON",,,http://www.canadatrails.ca
864,Bruce Peninsula NP,http://www.canadatrails.ca/xc_ski/on/on52.html,N/A KM,N/A,KM,unknown,N/A,N/A,Trails: Bruce Peninsula National Park offers a few km of ungroomed trails for cross-country skiing and snowshoeing.,Tobermory,Ontario,45.23016,-81.5219,"45.23016,-81.5219","Bruce Peninsula NP, Tobermory ON",,,http://www.canadatrails.ca
863,Inglis Falls Cons. Area,http://www.canadatrails.ca/xc_ski/on/on53.html,8 KM,8,KM,unknown,N/A,N/A,Trails: Inglis Falls Conservation Area offers 8 km of ungroomed trails for cross-country skiing and snowshoeing.,Owen Sound,Ontario,44.52626,-80.9341,"44.52626,-80.9341","Inglis Falls Cons. Area, Owen Sound ON",,,http://www.canadatrails.ca
862,Glenelg Nordic,http://www.canadatrails.ca/xc_ski/on/on53A.html,20 KM,20,KM,unknown,N/A,N/A,Trails: Glenelg Nordic Ski Club grooms about 25 km of trails in Grey County Forest. Only about half the trails (those on the south side of Concession Rd 8) are open to non-members. The trails north of the Concession Rd 8 are for members of GNSC only.,Markdale,Ontario,44.27461,-80.6606,"44.27461,-80.6606","Glenelg Nordic, Markdale ON",,,http://www.canadatrails.ca
861,Minto Glen Sports Centre,http://www.canadatrails.ca/xc_ski/on/on54.html,10 KM,10,KM,unknown,N/A,N/A,Trails: CLOSED for cross-country skiing due to insurance issues.Note: This information may be out of date and no recent data is available. If you have any recent info about this destination please send us an e-mail.,Harriston,Ontario,43.91346,-80.8715,"43.91346,-80.8715","Minto Glen Sports Centre, Harriston ON",,,http://www.canadatrails.ca
860,Allan Park Cons. Area,http://www.canadatrails.ca/xc_ski/on/on55.html,15 KM,15,KM,unknown,N/A,N/A,Trails: Allan Park Conservation Area offers 15 km of trails that are groomed for cross-country skiing.,Hanover,Ontario,44.1477,-80.9235,"44.1477,-80.9235","Allan Park Cons. Area, Hanover ON",,,http://www.canadatrails.ca
859,Cambridge Area Trails,http://www.canadatrails.ca/xc_ski/on/on56.html,8 KM,8,KM,unknown,N/A,N/A,Trails: Shade's Mills Conservation Area offers 14 km of groomed trails for cross-country skiing.Pinehurst Lake Conservation Area no longer grooms trails for cross-country skiing but the 12 km of trails can be used for skiing and snowshoeing.,Paris,Ontario,43.34477,-80.3154,"43.34477,-80.3154","Cambridge Area Trails, Paris ON",,,http://www.canadatrails.ca
858,Laurel Creek Cons. Area,http://www.canadatrails.ca/xc_ski/on/on57.html,8 KM,8,KM,unknown,N/A,N/A,Trails: Laurel Creek Conservation Area has 8 km of trails that are groomed for cross-country skiing.,Waterloo,Ontario,43.49021,-80.5701,"43.49021,-80.5701","Laurel Creek Cons. Area, Waterloo ON",,,http://www.canadatrails.ca
857,Valens Cons. Area,http://www.canadatrails.ca/xc_ski/on/on58.html,12 KM,12,KM,unknown,N/A,N/A,Trails: Valens Conservation Area offers 10 km of trails groomed for cross-country skiing.,Freelton,Ontario,43.38776,-80.1451,"43.38776,-80.1451","Valens Cons. Area, Freelton ON",,,http://www.canadatrails.ca
856,Hilton Falls Cons. Area,http://www.canadatrails.ca/xc_ski/on/on59.html,16 KM,16,KM,unknown,N/A,N/A,Trails: At Hilton Falls Conservation Area 16 km of trails are groomed for cross-country skiing.,Milton,Ontario,43.50491,-79.9621,"43.50491,-79.9621","Hilton Falls Cons. Area, Milton ON",,,http://www.canadatrails.ca
855,Atikokan/Quetico Trails,http://www.canadatrails.ca/xc_ski/on/on6.html,70 KM,70,KM,unknown,N/A,N/A,Trails: Approximately 45 km of trails in the town of Atikokan are groomed for cross-country skiing by the Beaten Path Nordic Ski Club. In addition they also groom another 25 km in Quetico Provincial Park. The club hosts the Sawmill Lake Classic in January the Chocolate Cup Challenge in February and the annual Cross Quetico Lakes Tour (35-55 km).,Atikokan,Ontario,48.75765,-91.6205,"48.75765,-91.6205","Atikokan/Quetico Trails, Atikokan ON",,,http://www.canadatrails.ca
854,Mountsberg Cons. Area,http://www.canadatrails.ca/xc_ski/on/on60.html,14 KM,14,KM,unknown,N/A,N/A,Trails: Mountsberg Conservation Area offers 16 km of ungroomed trails for cross-country skiing.,Milton,Ontario,43.46275,-80.0259,"43.46275,-80.0259","Mountsberg Cons. Area, Milton ON",,,http://www.canadatrails.ca
853,Seneca College,http://www.canadatrails.ca/xc_ski/on/on61.html,14 KM,14,KM,unknown,N/A,N/A,Trails: Seneca College has 14 km of trails that are groomed for cross-country skiing when conditions permit. The trails are open only on weekends.,King City,Ontario,43.95515,-79.5186,"43.95515,-79.5186","Seneca College, King City ON",,,http://www.canadatrails.ca
852,Albion Hills Cons. Area,http://www.canadatrails.ca/xc_ski/on/on62.html,27 KM,27,KM,unknown,N/A,N/A,Trails: At Albion Hills Conservation Area 26 km of trails are groomed for cross-country skiing in the Caledon Hills and along the banks of the Humber River. One trail is groomed for skating technique.,Bolton,Ontario,43.92898,-79.8268,"43.92898,-79.8268","Albion Hills Cons. Area, Bolton ON",,,http://www.canadatrails.ca
851,Palgrave Forest Wildlife Area,http://www.canadatrails.ca/xc_ski/on/on63.html,N/A KM,N/A,KM,unknown,N/A,N/A,Trails: Palgrave Forest and Wildlife Area is not maintained for cross-country skiing but it is still possible to ski on the area's 17 km of trails. It is a popular destination on the Oak Ridges Moraine for outdoor recreation and a new trail system is planned.,Bolton,Ontario,43.95511,-79.8549,"43.95511,-79.8549","Palgrave Forest Wildlife Area, Bolton ON",,,http://www.canadatrails.ca
850,Mansfield Outdoor Centre,http://www.canadatrails.ca/xc_ski/on/on65.html,34 KM,34,KM,unknown,N/A,N/A,Trails: Mansfield Outdoor Centre offers 40 km of trails groomed for cross-country skiing including 10 km for skating technique. Trails vary in difficulty from easy to expert.,Mansfield,Ontario,44.20248,-80.033,"44.20248,-80.033","Mansfield Outdoor Centre, Mansfield ON",,,http://www.canadatrails.ca
849,Highlands Nordic,http://www.canadatrails.ca/xc_ski/on/on66.html,29 KM,29,KM,unknown,N/A,N/A,"Trails: At Highlands Nordic 25 km of trails on the Niagara Escarpment are groomed for cross-country skiing (classic and skate). A 2.5 km trail is lighted one night a week. The centre is located in the ""lake effect"" snowbelt so receives lots of snow. The Leprechaun Loppet is held in late March.",Duntroon,Ontario,44.3849,-80.2246,"44.3849,-80.2246","Highlands Nordic, Duntroon ON",,,http://www.canadatrails.ca
848,Blue Mountains Nordic Centre,http://www.canadatrails.ca/xc_ski/on/on66A.html,16 KM,16,KM,unknown,N/A,N/A,Trails: About 22 km of trails are groomed for cross-country skiing (classic and skate techniques) at Scenic Caves Nordic Centre near Blue Mountain Ski Resort.,Collingwood,Ontario,44.48715,-80.3149,"44.48715,-80.3149","Blue Mountains Nordic Centre, Collingwood ON",,,http://www.canadatrails.ca
847,Wasaga Beach Prov. Park,http://www.canadatrails.ca/xc_ski/on/on67.html,26 KM,26,KM,unknown,N/A,N/A,Trails: The Wasaga Nordic Centre (formerly Blueberry Trails) offers 30 km of trails groomed for cross-country skiing (classic only) through pine-oak forest and over sand dunes.There are 7 km of easy 8 km of moderate and 10 km of difficult trails.,Wasaga Beach,Ontario,44.52542,-80.0167,"44.52542,-80.0167","Wasaga Beach Prov. Park, Wasaga Beach ON",,,http://www.canadatrails.ca
846,Horseshoe Resort,http://www.canadatrails.ca/xc_ski/on/on68.html,35 KM,35,KM,unknown,N/A,N/A,Trails: Horseshoe Resort offers 35 km of trails groomed for cross-country skiing some with skating lanes. Several times each season the trails are lit by lanterns.,Barrie,Ontario,44.54948,-79.6725,"44.54948,-79.6725","Horseshoe Resort, Barrie ON",,,http://www.canadatrails.ca
845,Springwater Prov. Park,http://www.canadatrails.ca/xc_ski/on/on69.html,12 KM,12,KM,unknown,N/A,N/A,Trails: Springwater Provincial Park has 13 km of trails that are groomed for cross-country skiing.,Midhurst,Ontario,44.43861,-79.7622,"44.43861,-79.7622","Springwater Prov. Park, Midhurst ON",,,http://www.canadatrails.ca
844,Kakabeka Falls Prov. Park,http://www.canadatrails.ca/xc_ski/on/on7.html,13 KM,13,KM,unknown,N/A,N/A,Trails: 13 km of trails are groomed for cross-country skiing at Kakabeka Falls Provincial Park by the Thunder Bay Nordic Trails Association.,Thunder Bay,Ontario,48.39714,-89.6324,"48.39714,-89.6324","Kakabeka Falls Prov. Park, Thunder Bay ON",,,http://www.canadatrails.ca
843,Hardwood Hills,http://www.canadatrails.ca/xc_ski/on/on70.html,32 KM,32,KM,unknown,N/A,N/A,Trails: Hardwood Hills is Ontario's premier centre for ski racing enthusiasts. Its 30 km of trails are groomed for both classic and skating cross-country ski techniques. Some trails are lighted for night skiing several evenings each week. About 5 km of trails have snowmaking capabilities. There are also some backcountry trails for snowshoeing and skiing.,Oro Station,Ontario,44.51749,-79.5886,"44.51749,-79.5886","Hardwood Hills, Oro Station ON",,,http://www.canadatrails.ca
842,Lafontaine Ski Trails,http://www.canadatrails.ca/xc_ski/on/on71.html,N/A KM,N/A,KM,unknown,N/A,N/A,Trails: Note: Unfortunately this centre is no longer in operation.,Penetanguishene,Ontario,44.76877,-79.9337,"44.76877,-79.9337","Lafontaine Ski Trails, Penetanguishene ON",,,http://www.canadatrails.ca
841,Awenda Provincial Park,http://www.canadatrails.ca/xc_ski/on/on72.html,29 KM,29,KM,unknown,N/A,N/A,Trails: Awenda Provincial Park's 17 km of trails are no longer groomed for cross-country skiing but they can used for backcountry skiing and snowshoeing.,Penetanguishene,Ontario,44.84354,-80.006,"44.84354,-80.006","Awenda Provincial Park, Penetanguishene ON",,,http://www.canadatrails.ca
840,Mountainview Ski Hills,http://www.canadatrails.ca/xc_ski/on/on73.html,20 KM,20,KM,unknown,N/A,N/A,Trails: Mountainview Ski Hills offers 20 km of trails groomed for skating and classic.,Midland,Ontario,44.73451,-79.9201,"44.73451,-79.9201","Mountainview Ski Hills, Midland ON",,,http://www.canadatrails.ca
839,Wye Marsh Wildlife Centre,http://www.canadatrails.ca/xc_ski/on/on74.html,16 KM,16,KM,unknown,N/A,N/A,Trails: Wye Marsh Wildlife Centre offers 22 km of nature trails that are groomed for cross-country skiing. Another 10 km of trails are available for snowshoeing. Moonlight ski tours are held each month throughout the winter.,Midland,Ontario,44.73094,-79.8398,"44.73094,-79.8398","Wye Marsh Wildlife Centre, Midland ON",,,http://www.canadatrails.ca
838,Bayview-Wildwood Resorts,http://www.canadatrails.ca/xc_ski/on/on75.html,16 KM,16,KM,unknown,N/A,N/A,Trails: At Bayview-Wildwood Resort several trails are available for cross-country skiing.,Port Stanton,Ontario,44.79688,-79.4084,"44.79688,-79.4084","Bayview-Wildwood Resorts, Port Stanton ON",,,http://www.canadatrails.ca
837,The Briars Resort,http://www.canadatrails.ca/xc_ski/on/on76.html,8 KM,8,KM,unknown,N/A,N/A,Trails: The Briars Resort grooms 8 km of trails for cross-country skiing.,Jacksons Point,Ontario,44.32178,-79.3619,"44.32178,-79.3619","The Briars Resort, Jacksons Point ON",,,http://www.canadatrails.ca
836,Sibbald Point Prov. Park,http://www.canadatrails.ca/xc_ski/on/on77.html,8 KM,8,KM,unknown,N/A,N/A,Trails: Sibbald Point Provincial Park offers 8 km of ungroomed trails for cross-country skiing.,Sutton West,Ontario,44.32196,-79.3254,"44.32196,-79.3254","Sibbald Point Prov. Park, Sutton West ON",,,http://www.canadatrails.ca
835,Pleasure Valley,http://www.canadatrails.ca/xc_ski/on/on78.html,N/A KM,N/A,KM,unknown,N/A,N/A,Trails: Trails are no longer groomed for cross-country skiing at this alpine ski resort.Note: According to the latest report this facility no longer offers cross-country skiing (see Ratings below). Apparently the lack of snow in recent years made regular operation too difficult. If you have information to the contrary please send us an e-mail.,Uxbridge,Ontario,44.01954,-79.1359,"44.01954,-79.1359","Pleasure Valley, Uxbridge ON",,,http://www.canadatrails.ca
834,Dagmar Resort,http://www.canadatrails.ca/xc_ski/on/on79.html,22 KM,22,KM,unknown,N/A,N/A,Trails: Dagmar Resort offers 25 km of trails that are groomed for cross-country skiing.,Ashburn,Ontario,44.0142,-79.0496,"44.0142,-79.0496","Dagmar Resort, Ashburn ON",,,http://www.canadatrails.ca
833,Kamview Nordic Centre,http://www.canadatrails.ca/xc_ski/on/on8.html,30 KM,30,KM,unknown,N/A,N/A,Trails: Kamview Nordic Centre offers 28 km of trails groomed by Pisten Bully for classic and skating cross-country skiing including 5.5 km lighted for night skiing. The trails are maintained by Thunder Bay Nordic Trails Association.,Thunder Bay,Ontario,48.32656,-89.3617,"48.32656,-89.3617","Kamview Nordic Centre, Thunder Bay ON",,,http://www.canadatrails.ca
832,Heber Down Cons. Area,http://www.canadatrails.ca/xc_ski/on/on80.html,10 KM,10,KM,unknown,N/A,N/A,Trails: Heber Down Conservation Area has 10 km of trails that are available for cross-country skiing but are also used for walking dogs.,Oshawa,Ontario,43.93925,-78.9789,"43.93925,-78.9789","Heber Down Cons. Area, Oshawa ON",,,http://www.canadatrails.ca
831,Long Sault Cons. Area,http://www.canadatrails.ca/xc_ski/on/on81.html,17 KM,17,KM,unknown,N/A,N/A,Trails: At Long Sault Conservation Area 18 km of ungroomed trails are available for cross-country skiing and snowshoeing.,Oshawa,Ontario,44.04989,-78.7419,"44.04989,-78.7419","Long Sault Cons. Area, Oshawa ON",,,http://www.canadatrails.ca
830,Trillium Trails,http://www.canadatrails.ca/xc_ski/on/on82.html,24 KM,24,KM,unknown,N/A,N/A,Trails: Cross-country skiing has not been offered since 2001. Note: This information may be out of date and no recent data is available. If you have any recent info about this destination please send us an e-mail.,Raglan,Ontario,44.02502,-78.9281,"44.02502,-78.9281","Trillium Trails, Raglan ON",,,http://www.canadatrails.ca
829,Ken Reid Cons. Area,http://www.canadatrails.ca/xc_ski/on/on83.html,8 KM,8,KM,unknown,N/A,N/A,Trails: Ken Reid Conservation Area has 8 km of ungroomed trails that are available for cross-country skiing and snowshoeing.,Lindsay,Ontario,44.40042,-78.7592,"44.40042,-78.7592","Ken Reid Cons. Area, Lindsay ON",,,http://www.canadatrails.ca
828,Ganaraska Forest Centre,http://www.canadatrails.ca/xc_ski/on/on84.html,28 KM,28,KM,unknown,N/A,N/A,Trails: Ganaraska Forest Centre offers 35 km of trails that are groomed for cross-country skiing.,Campbellcroft,Ontario,44.07392,-78.5026,"44.07392,-78.5026","Ganaraska Forest Centre, Campbellcroft ON",,,http://www.canadatrails.ca
827,Warsaw Caves Cons. Area,http://www.canadatrails.ca/xc_ski/on/on85.html,13 KM,13,KM,unknown,N/A,N/A,Trails: Warsaw Caves Conservation Area has 13 km of ungroomed trails available for cross-country skiing and snowshoeing.,Warsaw,Ontario,44.45763,-78.1283,"44.45763,-78.1283","Warsaw Caves Cons. Area, Warsaw ON",,,http://www.canadatrails.ca
826,Kawartha Nordic Ski Club Trail,http://www.canadatrails.ca/xc_ski/on/on86.html,45 KM,45,KM,unknown,N/A,N/A,Trails: The Kawartha Nordic Ski Club grooms 48 km of interlinked trails for cross-country skiing including 14 km for skating technique. There are some difficult and intermediate sections of trails and lots of easy sections. The outer perimeter trail is about 18 km in length. First aid and ski patrol are provided on weekends.,Haultain,Ontario,44.62159,-78.1334,"44.62159,-78.1334","Kawartha Nordic Ski Club Trail, Haultain ON",,,http://www.canadatrails.ca
825,Viamede Resort,http://www.canadatrails.ca/xc_ski/on/on87.html,25 KM,25,KM,unknown,N/A,N/A,Trails: Viamede Resort & Conference Centre has several km of trails for snowshoeing and cross-country skiing but the trails are not groomed.,Woodview,Ontario,44.56544,-78.1368,"44.56544,-78.1368","Viamede Resort, Woodview ON",,,http://www.canadatrails.ca
824,Gravenhurst KOA Nordic Trails,http://www.canadatrails.ca/xc_ski/on/on88.html,17 KM,17,KM,unknown,N/A,N/A,Trails: At Gravenhurst KOA 15 km of trails are groomed for cross-country skiing. The trails are mainly single-track classic.,Gravenhurst,Ontario,44.96062,-79.3185,"44.96062,-79.3185","Gravenhurst KOA Nordic Trails, Gravenhurst ON",,,http://www.canadatrails.ca
823,Sherwood Inn,http://www.canadatrails.ca/xc_ski/on/on89.html,16 KM,16,KM,unknown,N/A,N/A,Trails: The Delta Sherwood Inn has private trails for cross-country skiing and snowshoeing.,Port Carling,Ontario,45.10587,-79.6466,"45.10587,-79.6466","Sherwood Inn, Port Carling ON",,,http://www.canadatrails.ca
822,Shamrock Lodge,http://www.canadatrails.ca/xc_ski/on/on90.html,13 KM,13,KM,unknown,N/A,N/A,Trails: At Shamrock Lodge there are 13 km of trails that are groomed for cross-country skiing.,Port Carling,Ontario,45.132,-79.6185,"45.132,-79.6185","Shamrock Lodge, Port Carling ON",,,http://www.canadatrails.ca
821,Georgian Bay Ski & Canoe Club,http://www.canadatrails.ca/xc_ski/on/on91.html,35 KM,35,KM,unknown,N/A,N/A,Trails: Georgian Nordic grooms 25 km of trails for cross-country skiing (skate and classic). There are some difficult sections some intermediate and lots of easy sections of trails. Georgian Nordic hosts the annual Sounder Ski Tour and Special Olympics in early February.,Parry Sound,Ontario,44.53518,-80.379,"44.53518,-80.379","Georgian Bay Ski & Canoe Club, Parry Sound ON",,,http://www.canadatrails.ca
820,Minett Landing Nordic Trails,http://www.canadatrails.ca/xc_ski/on/on92.html,16 KM,16,KM,unknown,N/A,N/A,Trails: At Minett Landing 16 km of trails are groomed for cross-country skiing for classic and skating by Hatchets Outdoor Centre. Three km are rated Easy the remainder are Moderate.,Minett,Ontario,45.16319,-79.6533,"45.16319,-79.6533","Minett Landing Nordic Trails, Minett ON",,,http://www.canadatrails.ca
819,Hill & Gully Riders Snowmobile Club,http://www.canadatrails.ca/xc_ski/on/on93.html,20 KM,20,KM,unknown,N/A,N/A,Trails: 20 km of trails are groomed for cross-country skiing.Note: This information may be out of date and no recent data is available. If you have any recent info about this destination please send us an e-mail.,Port Sydney,Ontario,45.21661,-79.2858,"45.21661,-79.2858","Hill & Gully Riders Snowmobile Club, Port Sydney ON",,,http://www.canadatrails.ca
818,Cedar Grove Lodge,http://www.canadatrails.ca/xc_ski/on/on95.html,12 KM,12,KM,unknown,N/A,N/A,Trails: There are about 10 km of trails groomed for cross-country skiing at Cedar Grove Lodge.,Huntsville,Ontario,45.35749,-79.1179,"45.35749,-79.1179","Cedar Grove Lodge, Huntsville ON",,,http://www.canadatrails.ca
817,Blue Water Acres,http://www.canadatrails.ca/xc_ski/on/on96.html,20 KM,20,KM,unknown,N/A,N/A,Trails: At Blue Water Acres 12 km of trails are groomed for cross-country skiing by the resort.,Huntsville,Ontario,45.31858,-79.0603,"45.31858,-79.0603","Blue Water Acres, Huntsville ON",,,http://www.canadatrails.ca
816,Arrowhead Provincial Park,http://www.canadatrails.ca/xc_ski/on/on97.html,23 KM,23,KM,unknown,N/A,N/A,Trails: Arrowhead Provincial Park has 27 km of trails that are groomed for cross-country skiing The trails range from easy to difficult and include 10 km of skating lanes. The park is the site of the annual Muskoka Loppet hosted by the Arrowhead Nordic Ski Club.,Huntsville,Ontario,45.39155,-79.2147,"45.39155,-79.2147","Arrowhead Provincial Park, Huntsville ON",,,http://www.canadatrails.ca
815,Deerhurst Resort Trail System,http://www.canadatrails.ca/xc_ski/on/on98.html,15 KM,15,KM,unknown,N/A,N/A,Trails: At Deerhurst Resort 13 km of trails are groomed for cross-country skiing for guests only.,Huntsville,Ontario,45.34708,-79.1318,"45.34708,-79.1318","Deerhurst Resort Trail System, Huntsville ON",,,http://www.canadatrails.ca
814,Grandview Inn,http://www.canadatrails.ca/xc_ski/on/on99.html,15 KM,15,KM,unknown,N/A,N/A,Trails: Grandview Inn has 15 km of trails are available for cross-country skiing (whether they are groomed or not is not known).,Huntsville,Ontario,45.35367,-79.1687,"45.35367,-79.1687","Grandview Inn, Huntsville ON",,,http://www.canadatrails.ca
812,Brookvale Provincial Ski Park,http://www.canadatrails.ca/xc_ski/pe/pe2.html,19 KM,19,KM,unknown,N/A,N/A,Trails: Brookvale Provincial Ski Park offers 25 km of trails groomed for cross-country skiing including 7 km of competition trails. Some trails are groomed for skating. Two kilometres of trails are lighted for night skiing one evening a week. Moonlight ski tours and a loppet are organized each year by the Brookvale Cross Country Ski Club. Centre is open Wednesday to Sunday.,PEI,Prince Edward Island,46.28039,-63.4096,"46.28039,-63.4096","Brookvale Provincial Ski Park, PEI PE",,,http://www.canadatrails.ca
811,Prince Edward Island National Park,http://www.canadatrails.ca/xc_ski/pe/pe3.html,10 KM,10,KM,unknown,N/A,N/A,Trails: PEI National Park has 10 km of trails available for cross-country skiing on the Woodlands and Bubbling Springs trails near Dalvay and another 8 km trail is near Stanhope.,PEI,Prince Edward Island,46.41571,-63.0732,"46.41571,-63.0732","Prince Edward Island National Park, PEI PE",,,http://www.canadatrails.ca
809,Souris Trails,http://www.canadatrails.ca/xc_ski/pe/pe5.html,12 KM,12,KM,unknown,N/A,N/A,Trails: About 12 km of trails are groomed for cross-country skiing (classic and skating) by the Souris Striders Ski Club. Trails range from intermediate to difficult in four loops: 1.5 km 3 km 6 km and 7.5 km. Three km of trails are lighted for night skiing every evening.,PEI,Prince Edward Island,46.35668,-62.2652,"46.35668,-62.2652","Souris Trails, PEI PE",,,http://www.canadatrails.ca
808,Club de ski de fond Nordic,http://www.canadatrails.ca/xc_ski/qc/qc1.html,20 KM,20,KM,unknown,N/A,N/A,Trails: Matagami's Club de ski de fond Nordic reportedly grooms 20 km of trails for cross-country skiing.Note that this information is out of date and no recent info is available. If you have up-to-date info on this destination please contact us.,Matagami,Quebec,49.75885,-77.6258,"49.75885,-77.6258","Club de ski de fond Nordic, Matagami QC",,,http://www.canadatrails.ca
807,Edielweiss Ski Center,http://www.canadatrails.ca/xc_ski/qc/qc10.html,N/A KM,N/A,KM,unknown,N/A,N/A,Trails: Edelweiss Ski Center no longer offers cross-country skiing.Note: This information may be out of date and there is no new data available. If you have any recent info about this destination please send us an e-mail.,Wakefield,Quebec,45.64676,-75.8506,"45.64676,-75.8506","Edielweiss Ski Center, Wakefield QC",,,http://www.canadatrails.ca
806,Base Militaire de Valcartier,http://www.canadatrails.ca/xc_ski/qc/qc100.html,66 KM,66,KM,unknown,N/A,N/A,Trails: Centre Plein Air Castor has 27 km of trails groomed for cross-country skiing (classic and skate technique) on the Valcartier Military base. The biathlon course was the training ground for 1994 Olympic gold medalist Myriam Bedard.,Valcartier,Quebec,46.89617,-71.4823,"46.89617,-71.4823","Base Militaire de Valcartier, Valcartier QC",,,http://www.canadatrails.ca
805,Centre de ski de fond de Val-Belair,http://www.canadatrails.ca/xc_ski/qc/qc101.html,52 KM,52,KM,unknown,N/A,N/A,Trails: Centre de ski de fond de Val-Belair maintains 27 km of trails for cross-country skiing.,Val-Belair,Quebec,48.05861,-77.7932,"48.05861,-77.7932","Centre de ski de fond de Val-Belair, Val-Belair QC",,,http://www.canadatrails.ca
804,Centre de ski de fond Charlesbourg,http://www.canadatrails.ca/xc_ski/qc/qc102.html,119 KM,119,KM,unknown,N/A,N/A,Trails: At Centre de ski de fond Charlesbourg about 30 km of trails are groomed for cross-country skiing. (The centre advertises more than 100 km of trail but that is calculated by counting overlapping sections of trails more than once.),Charlesbourg,Quebec,46.90838,-71.2954,"46.90838,-71.2954","Centre de ski de fond Charlesbourg, Charlesbourg QC",,,http://www.canadatrails.ca
803,Les Sentiers du Moulin,http://www.canadatrails.ca/xc_ski/qc/qc103.html,148 KM,148,KM,unknown,N/A,N/A,Trails: At Les Sentiers du Moulin 38 km of trails are groomed for cross-country skiing including 10 km for skating technique. Trails link with those of Le Refuge.,Lac Beauport,Quebec,46.98342,-71.2693,"46.98342,-71.2693","Les Sentiers du Moulin, Lac Beauport QC",,,http://www.canadatrails.ca
802,Le Refuge,http://www.canadatrails.ca/xc_ski/qc/qc104.html,113 KM,113,KM,unknown,N/A,N/A,Trails: 46 km* of trails are groomed for cross-country skiings including 9 km for skating. The trails are linked with those of Sentiers de Moulin a return trip of about 50 km between trailheads.*Length with no overlap. The length of trails is sometimes given as more than 100 km but that figure was calculated by including overlapping sections of trail more than once.,Saint-Adolphe-de-Stoneham,Quebec,47.06107,-71.3131,"47.06107,-71.3131","Le Refuge, Saint-Adolphe-de-Stoneham QC",,,http://www.canadatrails.ca
801,Club Mont-Torbillon,http://www.canadatrails.ca/xc_ski/qc/qc105.html,40 KM,40,KM,unknown,N/A,N/A,Trails: Mont-Torbillon appears to no longer groom their trails for cross-country skiing but there are 12 km of snowshoeing trails.,Lac Beauport,Quebec,46.96433,-71.2773,"46.96433,-71.2773","Club Mont-Torbillon, Lac Beauport QC",,,http://www.canadatrails.ca
800,Parc du Mont-Sainte-Anne,http://www.canadatrails.ca/xc_ski/qc/qc106.html,135 KM,135,KM,unknown,N/A,N/A,Trails: Mont-Sainte-Anne is Quebec's largest cross-country ski resort with approximately 105 km* of trails groomed for cross-country skiing including 60 km of skating trails. A 65-km backcountry trail connects with Camp Mercier.*Length with no overlap. The length is sometimes given as 210 km but that figure was calculated by including overlapping sections of trail more than once.,St-Ferreol-les-neiges,Quebec,47.07535,-70.9049,"47.07535,-70.9049","Parc du Mont-Sainte-Anne, St-Ferreol-les-neiges QC",,,http://www.canadatrails.ca
799,Sentiers des Caps de Charlevoix,http://www.canadatrails.ca/xc_ski/qc/qc107.html,25 KM,25,KM,unknown,N/A,N/A,Trails: Sentier des Caps de Charlevoix offers 32 km of trails groomed for cross-country skiing. The centre is at an elevation of 800 metres so enjoys a long ski season. There is also a 50-km linear backcountry trail overlooking the St Lawrence River connecting several huts. Baggage transport and car transfer services are available.,Saint-Tite-des-Caps,Quebec,47.1408,-70.7698,"47.1408,-70.7698","Sentiers des Caps de Charlevoix, Saint-Tite-des-Caps QC",,,http://www.canadatrails.ca
